"RK",TIERS,"PLAYER NAME",TEAM,"POS","AGE","NOTES"
"83",8,"CJ Donaldson",NO,"RB22","21","Donaldson is an early down thumper and should be an early down committee option for an NFL team. He has modest burst and acceleration. He has the frame to handle the early down and interior running beating. Donaldson won’t be a home run hitter in the NFL or make many highlight reels, but he can deploy the occasional juke move and catch defenders napping. He’s a downhill, power back with the ability to get what is blocked and sometimes more. Dynasty Outlook: Donaldson signed a UDFA deal with the Saints. Unfortunately, they are stacked at running back with Travie Etienne Jr., Alvin Kamara, Ty Chandler, and Kendre Miller already on the roster. I don’t see Donaldson breaking camp with the team. Leave him on the waiver wire."
"84",8,"L. Altmyer",DET,"QB10","23","He’s at his best with a quick passing game where he can grip and rip swiftly to his receivers, playing point guard from the pocket. Altmyer’s ball placement can wax and wane. He can be a streaky passer with solid ball placement that falls off with him tossing balls behind his receivers, putting them in harm’s way. He’s a see-it-throw-it passer with few anticipatory moments from the pocket. This leads his trigger to be slow at times as he waits for his receivers to uncover well before ripping a pass. Altmyer operated in a collegiate offense that was reliant upon first reads and screens. He has zero issues forcing the ball to his first read, even if they are covered tightly. I appreciate aggressiveness with passers and giving their guys chances to win at the catch point, but Altmyer can be borderline reckless with this at times. His pocket awareness isn’t great. Altmyer can look like a frog in a pot of boiling water at times. By the time he realizes the walls are closing in, it is too late."
"85",8,"A. Kaliakmanis",WAS,"QB11","22",""
"86",8,"K. Wetjen",PIT,"WR37","24",""
"87",8,"A. Anderson",CLE,"WR38","23","Anderson is a zone-beating slot option in the NFL. He ran 89.5% of his routes from the slot in college. Anderson can create with the ball in his hands with 6.8 and 7.5 yards after the catch per reception over the last two seasons. In 2024, he was 16th in missed tackles forced among wide receivers. Anderson has good vision in traffic with shiftiness and patience to allow his blocks to set up in front of him before bursting upfield. He displays good snap at the top of his stems and flashes nice short-area agility on whip routes. Anderson’s biggest concern is his suspect hands with a drop rate north of 9% in each of the last two seasons."
"88",8,"D. Bentley",DEN,"TE17","25","Last year, Bentley ran 30.4% of his routes from the slot (55.5% inline). Bentley looks lumbering off the line at times (more than you’d expect considering his testing metrics). His play strength limitations show up at the catch point. He can get bullied there by smaller players with a 23.5% career contested catch rate. Bentley is an underneath option against zone coverage that offers some verticality. He was utilized on hitch routes a lot. When Utah wanted to sneak him upfield, they ran him on wheels most of the time. He has solid body control on back shoulder targets with the ability to adjust to the ball in the air. Bentley is mainly a dump-and-run option. Bentley has the play strength and build to break some tackles, but he’s not a twitchy player after the catch. He’s best viewed as a possession receiving option. Bentley isn’t offering a ton after the catch with 5.2 yards after the catch per reception in college. As a blocker, Bentley can pop out of his stance, and his pad level gets too high. He can be moved and manipulated at the attack point more easily than he should, considering his size. Speed rushers have little issues getting around him on the edge when he’s left on an island. His lateral agility constraints show up quickly. Dynasty Outlook: Dallen Bentley was drafted in the final round of the NFL Draft by the Broncos. I’ll leave him on dynasty waiver wires. His production profile is more sexy than his film was. There are other, more intriguing tight end options that I’d rather put on a taxi squad over Bentley."
"89",8,"J. Daniels",TB,"QB12","23","Daniels has a strong arm. The ball jumps out of his hand with easy velocity. Arm strength isn’t the issue here. It’s consistency with ball placement and layering throws. Daniels will struggle with ball placement at times and tosses everything on a line to the second-level. Daniels can limit YAC opportunities for his receivers at times with his ball placement. Daniels is a rushing threat with at least 404 rushing yards and four rushing scores in each of his last three full collegiate seasons. He’s not a prolifically twitchy player with the ball in his hands, but he should be able to operate as an opportunistic scrambler in the NFL. Daniels will hold the ball too long at times. With his off-script ability and athleticism, he tends to live in the world of broken play chaos. He’ll need to improve his timing and trigger to consistently play on time in the NFL. Dynasty Outlook: Jalon Daniels has signed a UDFA deal with the Tampa Bay Buccaneers. He should compete with Connor Bazelak in camp for the QB3 job. With his rushing ability, he’s worth a taxi squad spot in deeper superflex leagues."
"90",8,"S. Robertson",FA,"QB13","-","Robertson has the look of a career backup that will operate in a quick-passing and screen-heavy offense (hello, Denver). Most of Robertson’s passes in his final season at Baylor consisted of first-read quick hitters, in-breakers, and screens. He has a clean throwing motion with a quick release to operate in this type of system. He operated in a system that routinely asked him to hit his first read or his checkdown without forcing him to operate with pure progression or even half-field reads. Robertson will have to deal with defenders jumping his routes in the NFL because of how badly he stares down his first read on many plays. Robertson has sufficient arm strength to operate in the short and intermediate areas of the field. He lacks that extra gear with his arm and is a max-effort thrower. He plays more like a 5’11” quarterback than one standing at 6’4”. His deep ball is ok, but nothing to write home about. His wide receivers are left waiting for the targets many times. With boundary nine routes, he lacks arch on the ball, preferring to toss back shoulder balls all day. This could be related to his touch, his arm strength, or a combination of the two. Little second-level layering of the ball is seen in his film. Most of his throws are thrown on a line. Robertson is a “see it, throw it” quarterback. Robertson has the mobility to offer some off-script ability, but he lacks the willingness. With the high reliance on quick hitters and first reads in college, when that first option is unavailable, he can get antsy in the pocket. His pocket awareness has to improve to operate in the NFL. He’s late to feel the rush many times and will bail or spin out of the pocket if he does feel the heat. There are some instances of him climbing the ladder when the pocket is collapsing, but it’s not frequent enough. Dynasty Outlook: Robertson has signed a UDFA deal with the Raiders. With their new franchise passer, Fernando Mendoza, on the roster and Kirk Cousins on the depth chart, I won’t be surprised if Robertson can’t beat out incumbent Aidan O’Connell for the QB3 job in camp. He’s not worth considering for a taxi squad spot in superflex formats."
"",8
"91",8,"H. King",CAR,"QB14","25","King has the speed to continue to be a rushing threat in the NFL. His dual-threat ability is enticing. With his 4.46 40-yard dash speed, he averaged 143.3 carries and 759 rushing yards over the last three collegiate seasons. King isn’t a twitchy runner in the open field or a tackle-breaking monster, but he has good patience and vision that mesh well with his raw speed. King doesn’t have a cannon for an arm, but he has enough arm strength to make every necessary throw. He plays point guard well, peppering the short and intermediate with accurate and layered throws. His ball placement can waver at times, but overall, he has solid accuracy. King has a quick release and a compact delivery. He has the raw arm strength to get the ball downfield when necessary. His deep ball is elevated by his strong ball placement. King operated in a Georgia Tech offense that utilized RPOs, screens, and quick hitters a ton. He was tasked with some half-field reads, but not a ton. Adjusting to an NFL playbook will take a second, but luckily for King, more of the collegiate concepts are being utilized in the NFL these days. King doesn’t play with a ton of aggression, opting to take what the defense gives him on many plays. The moments when he does reach into the off-script bag, he can make some nice plays, buying time with his legs and lacing some nice throws into tight windows. I’d love to see him ramp up the playmaking aggression just a tad, but I won’t be mad at a quarterback that takes care of the ball. King had only a 1.0% turnover-worthy play rate in each of the last two seasons, with only eight interceptions total. He can be late to feel the pass rush/pressure at times, but his mobility can help him out of some jams. Overall, King has solid pocket presence, and he’ll get to his checkdown quickly and keep the offense on schedule without churning negative plays. King isn’t someone that you’ll see crafting 5-7 plays a game with off-script wizardry. King profiles as a game managing backup with the upside to possibly develop into a league average starter with dual threat ability if everything goes right. Dynasty Outlook: Haynes King went undrafted, but he signed a sizable UDFA contract with the Carolina Panthers (250k guaranteed). King will have to earn his way up the Carolina depth chart, but his competition isn’t sizable with only Kenny Pickett and Will Grier standing in his way. King is a quarterback prospect that I liked more than consensus, and I’ll be targeting him for taxi squad spots in all of my leagues. His rushing upside is real, and his accuracy in the short and intermediate areas of the field is intriguing. Bryce Young hasn’t established himself as a bulletproof pro, having been benched at times in his pro career with Carolina. It wouldn’t shock me if King makes some starts for the Panthers in 2026."
"92",8,"C. Trayanum",NYJ,"RB23","24","Trayanum is a thick, early down bruiser. He doesn’t have amazing raw or long speed, but his burst is serviceable, and he displays efficient footwork. He has “enough” juice to get by. Trayanum can negotiate tight quarters with his footwork, but the lacking burst prevents him from springing big runs. Trayanum is a smart back. He displays solid vision, pace, and can access cutback lanes. He’s a willing pass protector. He quickly diagnoses his assignment and has the play strength to deal with free blitzers off the edge. Dynasty Outlook: Trayanum signed a UDFA deal with the Jets. Breece Hall, Braelon Allen, Isaiah Davis, and Kene Nwangwu headline their running back room. That doesn’t leave a lot of room for the former early down bruiser for Toledo to make the roster. Leave him on the waiver wire."
"93",8,"D. Wright",PHI,"TE18","22","Wright has nice buildup speed, likely in the 4.5/4.6 40-yard dash range. He displays a nice second gear that he can hit in the open field. He has the speed and ball tracking to be a consistent seam threat in the NFL. His hips are a little tight, so we won’t see a ton of twitch with the ball in his hands, but he is a linearly explosive athlete. His athletic limitations pop up at the catch point with his body control and adjusting to targets outside of his frame at times or with contested situations (26.7% contested catch rate in college). He has a thick, muscular frame that can break some tackles in the open field. He has a wonderful combination of speed, play strength, and nastiness. He’s a tank in the open field. Wright has ranked in the top 16 in YAC per reception in three of the last four collegiate seasons. In 2023, he was seventh among tight ends in missed tackles forced. Wright is a nice dump-and-run option to churn out easy yards in the passing game. He also had a varied route tree, hitting 14% or higher marks of his overall route tree with go routes (14.7%), out routes (14%), hitch routes (17.3%), and crossing routes (25%). Wright needs to improve his hip sink with comebacks and curls if he’s going to expand his route tree further. Wright shouldn’t be counted on as a league-average blocker entering the NFL. He’ll duck his head at times. He can get rag-dolled at times in pass pro. He is passable in chipping or combo block situations in the run game. Dynasty Outlook: Wright went undrafted, but he signed a UDFA deal with the Eagles. He’ll start as the TE4 or TE5 on the depth chart if he can make the team. If he can make the roster, though, he could climb it to become the TE2 behind Eli Stowers. Grant Calcaterra, Dallas Goedert, and Johnny Mundt are free agents after the 2026 season."
"94",9,"D. Key",DEN,"WR39","22","Key is a big, long-striding receiver. He has average burst and long speed. He will telegraph his route breaks at times with choppy footsteps and his pad level. He needs to improve his route salesmanship. There are some reps where he’ll toss in jab steps and head fakes, but it needs to happen more consistently. Key has no issues separating against zone coverage, but when corners line up to press him, they can get access to his chest easily. Key can be rerouted and hung up in routes. He could easily become a solid WR3/4 for an NFL team if he can continue to grow as a route technician. Key should be more of a possession receiver at the next level. He isn’t going to blow anyone away with his RAC ability (3.7 yards after the catch per reception in college) or tackle-breaking chops (26 missed tackles forced across four years)."
"95",9,"B. Morton",NE,"QB15","24",""
"96",9,"R. Nowakowski",PIT,"TE19","23",""
"97",9,"H. Wallace III",ARI,"WR40","23","Wallace doesn’t have elite speed, but he has plenty of raw speed to operate as a weapon after the catch and stretch the field when called upon. His lack of elite speed can show up in his route running from time to time, where his footwork can be inefficient and leave him a tick behind on a timing throw/route. Wallace has some serious route-running chops with savvy route depth adjustments depending upon the zone coverage. He sets up corners with jab steps, pacing variations, and the headiness to set up corners throughout a game like a chess match. He has superb play strength, and it shows up in his game as he plays with a chip on his shoulder. Wallace finished college with a 52.8% contested catch rate. His strong hands also lead to a large catch radius with the ability to attack the ball at the catch point. He easily plucks it out away from his frame. One of Wallace’s superpowers is his body control. He effortlessly can contort his body in the air for back shoulder targets and transition into a RAC threat within the blink of an eye once his feet hit the ground. Wallace is solid to above average in every area of playing wide receiver, which should allow him to run a full route tree and play a variety of roles for an NFL offense. He has the ceiling of operating as a team’s WR2 but is likely better cast as a strong WR3 option. Dynasty Outlook: Wallace went undrafted and signed a UDFA deal with the Cardinals. They have a robust wide receiver depth chart filled to the brim with veterans. I’ll leave him on the waiver wire in my dynasty leagues. I don’t see him making the team."
"98",9,"J. Kanak",TEN,"TE20","22","Dynasty Outlook: Jaren Kanak was drafted in the seventh round of the NFL Draft by the Titans. He’ll have an uphill climb ascending this depth chart with Gunnar Helm, Daniel Bellinger, and at least Kylen Granson above him. Bellinger isn’t a free agent until 2029, so he’s entrenched behind Helm. Kanak is a former collegiate linebacker who transferred to tight end in his final season at Oklahoma. In that final season, he ranked 32nd in yards per route run and 12th in missed tackles forced (per PFF). Kanak has an 8.4 RAS score, a 4.52 40-yard dash, a 90th percentile vertical jump, and an 86th percentile shuttle. He’s worth rostering on a taxi squad in tight-end premium formats or deeper leagues."
"99",9,"J. Haynes",CIN,"RB24","23","Haynes is an undersized speed back that runs to his build. He doesn’t possess the lower-half strength to break a ton of tackles or punish defenders in short-yardage situations. He’ll be a change-of-pace option in the NFL. Haynes has easy and immediate burst with the lateral agility to juke some defenders out of their cleats. He wins with speed, lateral agility, and vision. Dynasty Outlook: Haynes is headed to Cincy with a UDFA deal. With Chase Brown, Samaje Perine, Tahj Brooks, and Gary Brightwell already on the roster, I doubt the undersized Haynes breaks camp with the team. Leave him on the waiver wire."
"100",9,"S. Traore",MIA,"TE21","23","Traore is a top-shelf athlete. He had a 9.42 RAS while running a 4.59 40-yard dash. He also managed a 40” vertical jump (99th percentile), a 10’7” broad jump (98th percentile), and a 4.25 shuttle (89th percentile). He was utilized in the slot with 49.9-51% of his snaps in his final two seasons in college. Traore’s speed immediately jumps off the page. He has wonderful burst off the line (93rd percentile 10-yard split) as he moves like a big wide receiver. His fluidity during his routes is quite nice, with subtle changes of direction without losing much speed (if any). Traore has the raw speed and second gear to be a field-stretching option at tight end up the seam. The quarterback play he had to deal with in 2025 left so many big plays on the field with poor ball placement and accuracy. Traore was open on plenty of seam routes and slot fades, and the quarterback would brain-fart and air-mail him. His play strength issues crop up at the catch point. He can get bullied at the catch point by linebackers and corners. He has the play strength to improve (25 bench reps) in this area, but right now it’s subpar. He finished college with a 40% contested catch rate across his final two seasons. He can easily add another ten pounds to his frame in the NFL to help alleviate the play strength concerns. Blocking is an adventure for Traore at this juncture. He’ll drop his eyes and pad level at times and lunge at defenders at the attack point. He’s late to diagnose free rushers at times, especially interior pressure. He can get easily turned around and redirected by power/speed off the edge. He’s a better run blocker at this juncture. In that realm, he has solid leg drive and sustain as a puller or edge setter. Dynasty Outlook: The Dolphins drafted Traore in the fifth round of the NFL Draft. Greg Dulcich is a free agent after this season. Traore could be the heir apparent to the receiving/move tight end role in this passing offense for the 2027 season. Traore is a solid fourth-round rookie draft dart."
"101",9,"C. Roberts",LV,"WR41","25","Roberts is a big, long-striding possession receiver. He has 4.64 40-yard dash speed. With solid testing metrics finishing with an 82nd percentile vertical jump, an 87th percentile broad jump, and an 80th percentile three cone. He will have to continue to diversify his release package in the NFL. There are moments when he wins off the line with speed and has the corner get back into the play. His route salesmanship could also use a few more pitches, as he isn’t leaving corners frustrated and burnt often. At his size (6’3”), he can still get in and out of a whip route fairly well. He plays with strength in his routes and at the catch point. He secured 65.7% of his contested targets over the last two years. He has fluid body control and a big catch radius. With his average raw speed, he has issues consistently stacking corners. He’ll have to live with muddy catch points, but he has the play strength to win his share of those battles. Roberts profiles as more of a possession receiver than a downfield threat. Drops are a problem that he has to clean up. He finished with a 9.1% drop rate in college. Dynasty Outlook: Roberts went undrafted, but he has signed a UDFA deal with the Raiders. Roberts is one of my favorite taxi squad stashes. The Raiders’ wide receiver room is less than inspiring right now. I wouldn’t be shocked if he made waves in camp and the preseason and earns a spot on the depth chart. He finished college with a 72nd percentile college dominator, posted good athletic testing, and has a solid analytical resume ranking 31st in yards per route run in 2024."
"102",9,"E. Henderson Jr.",SEA,"WR42","23",""
"103",9,"J. Michael Sturdivant",GB,"WR43","23",""
"104",9,"M. Moss",CHI,"QB16","24",""
"105",9,"R. Faison",FA,"RB25","-","Faison is consistently churning out extra yardage at the end of runs. He keeps his legs churning and gets the most out of his opportunities. Faison is an angry, linear runner. He’s at his best when he hits the hole and gets downhill quickly. Faison is a competent checkdown option in the passing game, but he’s likely best suited as an early down/goal line option in the NFL. With his vision, play strength, and demeanor, he is a solid interior rusher who can pick up tough yards."
"106",9,"J. Aguilar",JAC,"QB17","24","Aguilar should develop into a nice backup in the NFL with the ability to be a spot starter in a pinch. Aguilar is a muscular pocket passer that won’t be asked to operate as a dual-threat in the NFL. Last year, he had only 71 rushing attempts, which he churned out 1.4 yards per carry. Aguilar is an accurate rhythm passer to all three levels. He won’t wow you with insane highlight reel throws, but he has solid ball placement and delivers solid, catchable targets. He has solid pocket presence with the willingness to stand tall versus pressure to deliver an accurate pass. Aguilar has a quick trigger and decisively gets the ball out on time. He wasn’t asked to perform full field reads at Tennessee with a steady diet of three-step drops and get the ball to your first read or designed screens or quick hitters. Dynasty Outlook: Joey Aguilar signs as a UDFA with the Jaguars. With only Nick Mullens and Carter Bradley behind Trevor Lawrence, Aguilar could easily win the QB3 job out of camp and climb into the QB2 role for the franchise. In deep superflex leagues, he’s worth a taxi squad spot, but I’m not dropping a decent lottery ticket to roster him."
"107",9,"J. Michael Gyllenborg",KC,"TE22","23","Gyllenborg is still a work in progress with a limited playing resume under his belt. In high school, he played only three games in his senior year (after converting from a basketball standout) before losing the rest of the season to an LCL injury. In 2024, he dealt with a high ankle sprain, and in 2025, he missed time with a hamstring injury. Gyllenborg is a solid athlete with a 4.60 40-yard dash, an 87th percentile vertical jump, and a 98th percentile broad jump. He has decent build-up speed. Gyllenborg needs to clean up his catch technique. He finished college with a 9% drop rate, and he looks like he’s fighting the ball with many catches. There are also plenty of concentration drops on his film. Gyllenborg needs to continue to refine his footwork and movement skills. He can look lumbering off the line and clunky when getting in and out of his breaks. His hips are also a tad stiff with the inflexibility and lack of explosion showing up with short area routes (whips). Gyllenborg was tasked with a limited route tree as an underneath option in 2025. 60% of his routes were outs, ins, flats, and crossers. 80% of his targets were within nine yards of the line of scrimmage or behind it. He’s a zone coverage option and a chain mover at this juncture. He had only 5.4 yards after the catch per reception and six missed tackles forced in college. Gyllenborg doesn’t deal well with physical coverage. He can be pushed off his line and bullied at the catch point. He needs to improve his play strength to match his raw athleticism. He finishes college with a 46.7% contested catch rate. Gyllenborg is a raw blocking option. His feet can be a tick slow at times as he adjusts laterally to pass rushers, as they have no problem clearing him with ease. His technique is all over the place. He flashes the strength to sustain blocks at times while getting pushed around easily during other plays. Some of it looks like an effort issue, but there will be a lot of work required in the NFL to get him up to league-average blocking standards. Dynasty Outlook: Gyllenbord went undrafted, but he signed a UDFA deal with the Chiefs. Gyllenborg is a taxi squad option in tight end premium formats only."
"108",9,"M. Bredeson",MIN,"RB26","23",""
"109",9,"TJ Harden",CLE,"RB27","22",""
"110",9,"M. Gronowski",MIA,"QB18","-1","Dynasty Outlook: Mark Gronowski has signed a UDFA deal with the Dolphins. With only Quinn Ewers and Cam Miller ahead of him for the QB2 spot on the depth chart, Gronowski and his rushing ability are worth a taxi squad spot in deeper superflex formats."
"111",9,"RJ Maryland",GB,"TE23","21",""
"112",9,"N. Thomas",CIN,"WR44","22",""
"113",9,"A. Smith",DAL,"WR45","24",""
"114",10,"A. Henderson",FA,"RB28","-",""
"115",10,"D. Bell",MIN,"WR46","22",""
"116",10,"C. Hilton Jr.",WAS,"WR47","23",""
"117",10,"T. Pena",JAC,"WR48","24",""
"118",10,"J. Nixon",GB,"RB29","-",""
"119",10,"M. Rutherford",FA,"WR49","-",""
"120",10,"V. Anthony II",ATL,"WR50","-",""
"121",10,"C. Weigman",FA,"QB19","-",""
"122",10,"J. Hudson",DAL,"WR51","22","Hudson is a fluid mover with plus body control, with back shoulder throws and sideline catches. He’s a solid all-around wide receiver that should settle in as a solid WR3/4 on an NFL depth chart. Hudson can operate as a deep threat, separate well on short and intermediate quick hitters, and offer some RAC. Last year, 54% of his targets were within nine yards of the line of scrimmage or behind the line of scrimmage, but Hudson does offer enough raw speed and route nuance to get deep when called upon. Hudson has strong hands that allow him to hold onto some tough catches made in traffic and pluck balls away from his frame. His catch radius stands out as he attacks the ball in the air. He has solid burst off the line and after the catch with the lower body strength to break some tackles as a decent YAC threat. In 2025, he ranked 26th in missed tackles forced among wideouts."
"123",10,"K. Owens",MIN,"RB30","-",""
"124",10,"DJ Rogers",DAL,"TE24","24","Rogers is a move tight end with average speed/burst. He’s a RAC/dump-and-run option in the passing game. Rogers was regularly tasked with running to space versus zone, middle of the field, hitch routes, and flat routes. In 2025, 80% of his target volume was within nine yards of the line of scrimmage or behind it. He had only one deep target. Rogers has enough speed to make some things happen after the catch, but he’s not an otherworldly threat to break tackles or outrun a defender. Rogers is savvy, though. He’ll deploy subtle jab steps and create off-angle tackling attempts for defenders while also displaying patience to allow blocks to set up in front of him. As a blocker, he pops up quickly, and defenders can get under his pads and move him easily at times. His power, leg drive, and sustain with blocks are average at best. Dynasty Outlook: Rogers went undrafted, but he signed a UDFA deal with the Dallas Cowboys. Rogers is a taxi squad option in deeper leagues and only in tight-end premium formats."
"125",10,"D. Booth",CLE,"RB31","24",""
"126",10,"R. Owens",FA,"RB32","-",""
"127",10,"C. Jones",ATL,"RB33","24",""
"128",10,"C. Lacy",NYJ,"WR52","24","Over the last two seasons, Lacy ran 79.6-94.4% of his routes from the slot. Lacy will be a slot receiver in the NFL as well. His route tree in college consisted of a heavy dose of screens, outs, swings, and drags. Lacy is dynamic with the ball in his hands. Last year, he churned out 8.0 yards after the catch per reception while also ranking 14th in missed tackles forced. Dynasty Outlook: Lacy went undrafted and signed a UDFA deal with the Jets. Leave him on dynasty waiver wires. There’s not much in his film or production profile to get excited about."
"129",10,"A. Manning",FA,"QB20","22",""
"130",10,"J. Velling",ATL,"TE25","-",""
"131",10,"M. Nelson",FA,"QB21","-",""
"132",10,"J. Fagnano",BAL,"QB22","25",""
"133",10,"CJ Williams",JAC,"WR53","22",""
"134",10,"K. Bullock",CIN,"RB34","24",""
"135",10,"R. Brinson",FA,"WR54","24","Brinson has PLENTY of speed to get downfield. He hits the gas and gets to top speed in a hurry with 4.3 / 4.4 40 speed. He’s a high-cut long-strider with a quicker accelerator than most players with his build. Brinson needs to improve his footwork off the line and with double moves. He relies upon his raw speed too much at times to cover some of his footwork sins. Overall, he is a solid route runner who deploys plenty of bells and whistles to invite indecision in a corner’s head. Brinson can gear down quickly with explosive movements at the top of his stems with comebacks. He sells a vertical push well before snapping off his routes. Brinson profiles as a field-stretching WR3 that could pop off with a big game at any time. Dynasty Outlook: Brinson went undrafted, but he signed a UDFA deal with the Dolphins. With Miami investing heavily in other rookies in this draft class, it’s tough to see Brinson making the team. I’ll leave him on dynasty waiver wires."
"136",10,"L.J. Martin",FA,"RB35","-",""
"137",10,"J. Walthall",HOU,"WR55","23",""
"138",10,"C. Ryan",CLE,"TE26","22",""
"139",10,"H. Beatty",TEN,"WR56","-",""
"140",10,"L. Mason",SEA,"TE27","-","Mason operated as an inline tight end with 52.9% of his snaps in 2025. He has a decent 4.71 40-yard dash speed, but he lacks explosive athleticism, with a vertical jump and broad jump failing to eclipse the 58th percentile. Mason has solid burst off the line, but his long speed is average. He doesn’t change directions or throttle down well. He can appear lumbering when he’s asked to run a whip route. Mason will allow his momentum to carry him out of bounds on crossing routes at times. If he were a better athlete, he could slow down and turn upfield and generate more yards after the catch. Mason was mainly a hitch route/ flat route king operating as a chain-moving possession receiver in the Wisconsin offense. He had only one missed tackle forced in 2025, with 5.6 yards after the catch per reception. Dynasty Outlook: Mason went undrafted, but he signed a UDFA deal with the Seahawks. Leave him on the dynasty waiver wire. AJ Barner and Elijah Arroyo look entrenched at the top of Seattle’s tight end depth chart for the next few years."
"141",10,"B. Sharp",TB,"TE28","23",""
"142",10,"D. Ross",LAC,"WR57","23",""
"143",10,"L. McRee",PIT,"TE29","-",""
"144",10,"K. Drones",GB,"QB23","22",""
"145",10,"J. Retzlaff",FA,"QB24","23",""
"146",10,"M. Tomczak",FA,"WR58","-",""
"147",10,"R. Williams",FA,"TE30","-",""
